陈凯歌
诞生
土地
再也不会
戏曲
文艺
听戏
正襟危坐
不在乎
讲到
唱赞歌
就行了
分隔
因戏
生情
敢于
接受
挑战
内心
始
终
不同于
大部分
放在
身上
最令
动容
批斗
佳作
值
厉害
令人
唏嘘
跪服
京戏
扮演
从头
尾
难
苦
冤不冤
跨越
距离
风口浪尖
堂堂正正
2021.10
17
37
思想开放
技术
好像
敢
题材
称为
起步
芦苇
南京
屠杀
同胞
纪念日
趣味
多人
Ps
星是
怀念
最佳影片
二十年
人心
本是
男儿身
To
Leslie
Cheung
几篇
说完
硬
成个
村姑
吾
不言
般的
西塘
夜晚
通宵
好多遍
解脱
离开
夸奖
多么
审美
正确
偏偏
吞
一只
肚里
密密麻麻
爬行
蟑螂
极差
体验
水平
相
我选
后者
开倒车
1992
当下
环境
一声
叹息
创造
加冕
嘎纳
迄今为止
内地
压不垮
唯我独尊
气度
岁月
改不了
江湖
女儿
豪情
座无虚席
独爱
凤冠霞帔
空无一人
拔剑
看忠
看勇
美人
骨
皮
风云
变换
斗转星移
早已
梦里
硝烟
散
在乎
报复
讨厌
仙都
抢走了
破坏
妓女
自小
母亲
缘故
冷眼
欺压
姬
唱满
终未
卸
胭脂
湿泪
含
浓妆
世代
至蝶羽
凋零
拔刀
始终如一
真真正正
出神入化
合一
皆
戏台
谢幕
灯火
扑灭
昔日
过往
历历在目
留得
构筑
极其
精湛
经得起
拆解
视听
去托举
一丝一毫
差池
台词
弦外之音
眼神
动作
包含
千言万语
含蓄
得体
直言不讳
地触
中华文化
糟粕
精华
惊心动魄
那张
托付给
注定
活成
万人
景仰
无从选择
抗衡
悔恨
度过
我入
全身心
投入
转眼
像是
丢
长大
刺猬
弱弱
刺
扎
痒痒
疼
不行
印在
脑海
媒介
世纪
那事以
最为
鲜活
影像
予以
呈现
宿命
刻画
几近
中是
戏痴
名角
亦然
本色
出演
这本
就让
癫狂
迷乱
奇情
既有
本质
之美
之痛
人情
之悲
雅俗共赏
结局
百看不厌
怕
ibo
打一星
赶紧
好几遍
上学时
教室
放过
陷入
程度
难过
G
看得
早
欣赏
get
点
何至于
要命
美好
雌雄莫辨
中性
美
青睐
林青霞
最佳
可惜
再也
回不去
日子
翻出
神奇
岭南
北方
坚忍
颓废
气息
夜半
歌声
浑身
江南
世家子弟
潜幽
第一代
留学生
热烈
不待说
每一刻
重生
王国里
坐在
殿堂
最高处
20201126
第二次
拷问
有时候
太长
沉闷
营造
气氛
失败
巨鲜
的确
一般般
辛苦
接楼
做好
未必
报
同志
伪
概念
如今
依旧
独有
精彩
凯歌
创作
真非求
不忍
浪得虚名
空洞
服务
木偶
煽情
悲剧性
只不过
某种意义
曲折
令人信服
共情
刻奇
会不分
分
意味着
心理
同情
大观园
眼花缭乱
魅俗
感人
道具
冲着
东方
主义
颁
一座
跟着
吹捧
后殖民
崇洋媚外
典范
人前
显贵
必定
人后
受罪
随波逐流
拒绝
尘埃落定
送给
愿来生
力拔山兮
气
盖世
愿
历尽
千帆
归来
从未
内涵
乡下人
高雅
沉浮
爱恨
晓得
居然
╮
￣
▽
╭
相比
改动
极度
浓缩
增强
四儿
改
熟悉
drama
隐去
露骨
太监
删改
关爷
正好
北平
解放
去世
太强
反而
失真
时间跨度
很长
节奏
太快
功能性
擦
口水
戒
大烟
哄
写出
立体
母性
bug
斗
功能
强
内容
错
四年级
熬夜
被窝
提出
缺点
评价
媚眼
如丝
绝佳
生出
感慨
击中
还会
阶段
从未有过
感想
想象
忘我
为止
片头
客串
固执
烙印
回眸
转身
低眉
泪
目的
脆弱
无助
忘不了
复制
你妹
搞
最後原
來菊仙
decent
那個
這諷
我給
滿分
TM
CR
類型
大考
驗
我覺
這比
Holocaust
難受
還是
週年
92
93
時候
其實
還挺
寬
鬆
現在
這種
題材
讓
心寒
小学
大人
画面
看时
更胜
虞姬别
我心
碎
烧毁
牛鬼蛇神
大火
跪
地上
求饶
先是
别过
一根
绳子
人得
自个
世上
竟是
箴
今儿
小人
做乱
祸从天降
一步
一步步
走
这步田地
报应
楚霸王
跪下
不亡
那西
起起落落
打倒
覆灭
得值
85
100
整体
构建
起伏
宏大
戏剧化
并用
异常
特质
符号
近代史
缩影
呈现出
魅力
表象
内里
看不出
一丁点
细致
弧线
登峰造极
全片
控
仔细分析
解读
视它
预谋
针砭时弊
吹
事实上
段
真切
清晰
编年史
句
酷烈
跌宕
得以
一幅
景片
不复
某种
话语
消解
重建
不甚了了
索引
结构
借口
指涉
同代人
切肤之痛
般地
映衬
绝望
三角恋爱
情节剧
指认
负载
人太过
时刻
仅仅
放映
真情流露
讹诈
提供
契机
断肠
添加
乱世
苦涩
戴
锦华
批评
倾注
旧社会
鬼
有意思
袁四
丑
搞笑
貌似
各朝
各代
吃得开
法庭
指着
法官
鼻子
怒斥
污蔑
国学
落到
土鳖
革命
造反派
手里
一声不吭
game
over
碾压
极
杀
器
更绝
竟然
能过
审
不禁
思考
究竟
审查
制度
阻碍
举手投足
褪色
想起
许
三观
卖血记
类
文学作品
会高
很帅
整整
两包
纸巾
痛彻
体悟
难忘
绝代
芳华
很虐
太入
呆笨
转向
尘埃
缺憾
演成
不太
烟斗
嘴里
一通
乱
捣
性别
转换
过渡
设定
从何而来
童年
翻
基本上
清一色
一千个
读者
哈姆雷特
吐槽
5.0
蓝光
胜过
张艺谋
太多太多
太美
不配
尼姑
年方
二八
正
青春
削去
头发
银幕
无愧于
二字
百年一遇
奇才
致敬
很晚
晚到
堕
下层
楼
一腔热血
洒
香
江畔
当头一棒
喝碎
幻想
尘世
四十年
刻
电影史
花旦
绝色
这班人
解放前
真够
腐朽没落
狠狠
涤荡
枪毙
群众
怨不得
严肃
来演
恶趣味
学贝托鲁奇
末代皇帝
畜生
老爷子
先见之明
这辈子
白活
问
顾盼生辉
浩瀚
从头到尾
刷
满分
透支
算
近现代史
假到
分钟
出戏
顺便
学戏
苦功
一查
正经
目前为止
介绍
同性
类型
迟迟
看怕
室友
很赞
欠
一篇
长评
太懒
😝
就算
没菊仙
凡人
堆儿
回应
期待
泣不成声
质问
份儿
心底
纯洁
真情
善终
音容笑貌
一清二楚
人魂
勾走
人际关系
无比
人人
动物
名家
精
养出
十年动乱
粉碎
四人帮
拨乱反正
尧天舜日
之下
想想
真不容易
无虞
顶峰
這電影
阿甘正傳
同期
　
相映成趣
一種
精妙
巧合
同樣
戰後的
嬉皮士
運動
起來
描淡
寫
血雨
腥風
然美國
動轉
200
新教
倫理
保守
主義
中國
撼動
三千年
來
宗法
賢良
直至
保守派
飽受
意識
形態
鬥爭
困擾
左派
腳步
停歇
委地
碾
落成
泥
无非
姹紫嫣红
开遍
断壁残垣
葬送
一代人
魂
程与段
无声
碎片
多长
爱人
错乱
人和物
始终
格格不入
谨慎
卑微
无处
安放
每一件
物
照应
戕害
坏透
控诉
❶
❷
模样
⋯
❸
戏园子
里头
手电筒
晃人
规矩
闹过
❹
甭管
哪朝
哪代
爷
❺
永没
❻
❼
汉兵
略低
四面
楚声
❽
一场
头
肯定
这生
女儿身
缘分
下辈子
哲学
入木三分
高度
敬业
对比
更好
时代背景
注重
极端
条件
第一位
疯癫
这番
呆意
触及
痴迷
体会
苦辣
伤痛
放大
满目疮痍
满口
唏
满心
恨
世事
无常
丧失
技巧
三分之二
淡化
无处不在
象征
隐喻
处在
分形
镜像
地位
通畅
矫情
认知
太过
弗洛伊德
设置
委屈
窥见
深渊
一门
囊括
有福气
可遇
求
挖掘
细腻
表现
很棒
人纵
万般
能耐
可终
敌不过
天命
一世
临到
一匹
马
还跟着
乌
骓
逃命
马不去
不肯
那虞姬
斟酒
一回
舞剑
而后
从一而终
四百年
到位
～
有个
片尾曲
适合
不难
搭调
留
盛名之下
失望
挥之不去
幼年
看似
讲
只徒
空壳
斗不过
#
SIFF
好多
戏内
不假
一曲
料想
没想
光影
剪辑
不利
不逝
片能
不易
更爱
三分之一
流畅
突兀
生而
没入
人群
更妙
挑刺
支持
性生活
直女
一枚
绝
满清
混战
日寇
却活
猪
狗
尊重
历来
因入
戏太深
记否
那年
如花
9.25
编排
赞
本子
分镜头
平庸
一流
令人发指
向往
世俗
成疯成
魔
践踏
一月
多一星
唯二
亮点
鱼缸
选对
一无是处
支撑
帅
高估
一帮
故事会
拍个
一团糟
全是
沾
尺度
功劳
撒谎
莫名其妙
自以为是
言情
划清界限
要饭
形势
所迫
同个
稍微
11
干嘛
桥段
一是
巩张
二是
四出
故作姿态
全靠
撑
杨
德昌
李安比
江郎
天时地利人和
缺一不可
常看
常新
无可挑剔
癞子
再少
讲完
半生
重用
刎
颈
当代
四重
套
伸头
一刀
鳖
伥鬼
万岁
万万岁
忽略
嗲
男女老少
通吃
斯文
油腻
身娇肉贵
有种
孱弱
感
变态
情趣
家底
肚子
揣着
墨水
讲话
轻佻
过分
这声
没落
贵族
口蜜腹剑
阴狠
薄情
人设
爱才惜
初次
大哭
姐姐
撞见
取笑
果断
房间
锁上
门
泪洒
@
博物馆
2014.05
16
各色
满
反
登上
神坛
评分
电影节
不多
告诉
他害
撿
嬰孩
己身
所賜
娶
遇劍
脖子
輕吻
審
倖
存如
杜斯妥
夫斯基
他問
答
沒
甚麼
一切都是
選擇
死去
活來
熬出
終局
圓滿
年纪
轻
兴致
电影院
少儿不宜
警示
为此
该片
奔
五大
镇榜
之宝
肖申克
救赎
阿甘正传
杀手
太冷
榜单
一面镜子
照出
用户
画像
故事情节
大都
出生
1927
1990
平常
叙述
共鸣
评出
9.6
高分
群体
80
中年人
居多
得益于
才高八斗
满腹
诗书
老婆
旁边
实时
解说
不然的话
真不知道
44
长度
老古董
当今
触动
陳
丹青
說
幸運
時代
荒涼
西方
電影
左翼
後
對
過度
熱情
與
好奇
捧
拿獎
位置
總想
視角
這
部文藝版
細
緻
畫
背後是
無法
僅僅視
割離
家國
不過
無論
當初現
被問
最愛的
會
仿若
只觉
疼痛
脑海中
人难
挨过
日日夜夜
练功
大王
兴许
披上
甲胄
卸掉
妆容
其他人
一般无二
是从
孩提
时起
占据
大半
时光
偷走
作贱自己
痴到
索性
不曾
入到
大爱
戏痴戏
配不上
再刷
觉
耐看
本想
一会
睡觉
停不下来
一不留神
一口气
细看
不得了
废话
全乎
简洁
艺术家
体质
身段
盛世
美颜
词
量身
打造
青涩
两分
耿直
七分
泼辣
青楼女子
表达
毫无
脂粉
味
独特
令人费解
人类
机灵
青年
血气
中年
油滑
老年
落下
几部
不可同日而语
拍点
再攒个
大活
一輩子
一個
時辰
有多麼
言語
想為
嚥
一口
氣
最難
戏终
人终
终看
2020.11
14
第一遍
没舍得
快进
没抗
住
忌日
这天
噻
师弟
深切体会
一心
只为
怀抱
妒忌
埋怨
不讨喜
些
小聪明
心眼
没用到
自私自利
损人利己
继母
还用说
落幕
来生
安乐
扭着
旦角
说起
娇滴滴
酸溜溜
活脱
训练有素
旧
儿时
情谊
想要
相守
人有
股
梦醒
时分
带来
恰是
生机
演活
Call
天堂
不忍心
第二遍
政府
腐败
才能
自由选择
意识形态
体现
过程
融入
再痛
雕刻
该党
党员
三郎
国
更高
当做
言情片
败军
高
奏凯歌
回
阳污
淫秽
慕名
作
字幕
听得
仔细
意外
听懂
鲜明
近些年
隽永
意味深长
令人深思
人能
很久很久
精心
沥血
怀有
敬意
后期
滑坡
屠洪刚
ktv
时必点
歌曲
好似
一身
争气
x2
国民党
伤兵
行园
反动
头子
资本家
地主
老财
太太
小姐
地痞流氓
宪兵
警察
大戏
霸
袁世卿
抽起
没命
不知
抽光
血
汗
才子佳人
帝王将相
唯独
活该
只当
出名
能看懂
后半段
太难受
造
孽
最爱
那份
最痛
奴本
自觉
＋
遗憾
太早
庆幸
太小
年龄
横批
放给
美国
现代史
交汇
低头
得过且过
引领
已略
四面楚歌
声
义气
零碎
二流
信息量
足够
密集
美术
摄影
工夫
略微
过火
凯子
老毛病
拿到
运气
整部
基调
完后
说错
戏词
长久
活
对戏
认命
逃避
逼成
身不由己
虚伪
懦弱
性情中人
一看再看
细细品味
透着
一贯
媚俗
之气
此人
指
问世
轰倒
叫好
and
so
on
真让人
反胃
关
看戏
朝代
沧海桑田
会演
预设
传统式
改朝换代
模式
意识
跳出
程
二人
共产党
执政
误判
能力
强势
绝对性
看做
断绝
哀叹
震撼人心
悲怆
那般
深情
用心看
至极
心甘情愿
付出
于心不忍
挫折
换来
悲壮
何德何能
拥有
用心
画眉
眉宇
美的
本来
朦胧
粗心
这些年来
浑浑噩噩
讲戏
关系
虎度
说法
本体
界限
责怪
没教
定理
杜撰
资格
评判
瑰宝
梵高
电影界
大熊猫
艺术人生
求之不得
试问
抵挡
穿
袍子
高光
诱惑
小石头
别入
这话
境
光是在
屏幕
盯
十足
话境
就此
当真
全身而退
可真难
4.1
纪念
五百年
生死
一部分
绝不
搞基
老老实实
你入
外人
浮沉
一个点
何谈
主讲
掺杂
浓烈
投机
偶然性
残存
几句
暧昧
有戏
之分
十年
河东
河西
回来
抠
互动
药
TAT
荡气回肠
羞愧难当
戏是
梨园
思凡
唱错
烟枪
放进
口中
搅
传神
代入
影史
难以逾越
高峰
框架
引人入胜
人物形象
兼具
格局
戏剧
有机
融合
借助
起落
以小见大
窥视
盛及
衰
映照
国家
横跨
半个
兴衰
荣辱
倒错
执念
互文
作用
对抗
蜕变
洗嘴
如同
破处
自此
顾长卫
珠联璧合
拜服
掌控
力
创造力
诸如
物象
手法
反差
光效
动静
交叉
组接
声画
对立
民族乐器
观摩
形神
兼备
荧幕
后悔
一百多个
理想
夜深人静
默默
观赏
低分
两年
06
高考
记不清
傍晚
般
长短
慢镜
模糊
生存
对不起
年轻
粉嫩
叔叔
分打
有空
很早
電視
葛優
神級
張
回顧展
時則
大銀幕
蔣雯麗
雖少
開頭
洪金寶演
七小福
象
京
戲班學戲
刻苦
最高峰
映射
云烟
如幕景
台
wg
厚实
伏笔
暗示
无疑
很久
玩
手机
大作
提不起
劲来
真真
某种程度
不远
国产片
真有
只怪
火
烧得
滚烫
俩
复出
冷光
冷下来
→
2018
高二下
学期
音乐课
二刷
2018.7
集训
空前绝后
擅长
简单
情事
对楚
项羽
虞姬本
情结
此作
各式
天赋
一大半
......
http
t
cn
RqwoCSp
英国
BFI
封装
无损
flac
及国版
价值
音轨
可消
英字
幕后
纪录片
h6yz
magnet
xt
urn
btih
b3a618b1e0aa807ca53d8418cb59ea74ecc6194b
&
dn
Farewell
My
Concubine.1993
BluRay
RE
x264.1080
p
DD5.1
FLAC2.0
2Audio
HDS
bd434904e87e2c1974cf1b510f8b0ec2a08cf877
%
E9%
9C%
B8%
E7%
8E%
8B%
E5%
88%
AB%
A7%
AC%
20Farewell%
20My%
20Concubine%
201993%
20Blu
ray%
201080p%
20AVC%
20TrueHD%
202.0
homefei
致
早夭
遭受
苦难
发出
微弱
呻吟
复归
沉默
一无所有
一无所知
混沌
名
来自
报仇
白袍
染
碧血
以死
复仇
苟且偷生
十年浩劫
红旗招展
烈火
焚天
两位
秀
三角恋
无趣
诸多
名牌
遮掩
尚
自圆其说
掀起
高层
洪水
割
普通人
匕首
流
鲜血
便成
泪水
華語
影壇
人要
瘋
人戲
常駐
光明
自個
兒
错过
气场
印证
针虞姬
意中人
清醒
偏要
醉生梦死
8.3
好戏
个个
江东
要死
经典作品
万看
不厌
无敌
幸运
孤零零
字
对象
党内
资本主义
道路
当权派
最有
三排
领导
斗争
不可避免
地会
阻力
混进
方式
害处
使
无产阶级
年轻一代
锻炼
经验教训
懂得
平坦
毛泽东
逝世
黄赌毒
再次
横行
官僚
骑
作威作福
大言不惭
福报
996
房地产
教育
医疗
层层
扒皮
吸血
带领
走资
二遍
二茬
罪后
认清
敌人
缺陷
要说
无缺
转世
至情
纯
罕有
物种
剧里
剧外
对照
怎能不
坏人
好人
知
入门
背错
词成
谶语
观于
光陆
2012
日大
投影
排名
喜爱
英
达
编剧
男主是
2020
年三刷
里程碑
攒着
没敢
状态
很浓
异性
活下去
理由
讨论
相爱
揪心
大起大落
献身
明智
糊涂一时
悲惨
信仰
交织成
灵感
世无
空负
电脑
动人心魄
自古
信戏信
當戲子
有情
有意
阻止不了
大時代
終究將
摧毀
主義的
徹底
敗亡
舊
轉換
之間
曾經
出現
最珍
貴之物
於
藝術
堅持
愛的
義無反顧
過程
消煙雲散
你們
趕上
天道
並不酬
勤
勤者
炎涼
盡顯
愚昧
顢頇
哪個
夢裡
愛裡
永遠
活到
最珍貴
電影裡頭
沒有
那種
廉價
戲劇
瑪麗
蘇白蓮花
城府
現實
任性
殘酷
他們
不斷
傷害
卻
時刻
互
舐
傷口
三角
關
係
片刻
穿雜
相互理解
比起
一味
傷感
獻給
戲裡
沈醉
狂顛
人們
願
們
醒來
奇
半
⭐
真挚
超级
六遍
年龄段
稀里哗啦
民国时期
占
国统
斗人
情况
闹腾
安静
天地
世相
9.5
家里
闷得慌
跑
杭州
西湖
一夜
加
凑在一起
聊
保安
机关
公务员
坦然
口交
一件
爽
凌乱
大赞
痛哭失声
世
替代
雌雄
写照
前半段
看不懂
结婚
心碎
成渣
小演员
同一个
相互
嫉妒
惺惺相惜
污秽
切入点
深入研究
造型
寥寥
几语
就立
立
就活
拍电影
恶心
不死
吐
看后
唱歌
懵懂
知识
百转千回
柳暗花明
使然
浓厚
民间故事
化
传奇性
立意
之高
深
五体
伏地
恰如其分
紧凑
一针见血
跨度
虽长
冗余
精干
之余是
回味
内力
深厚
梦幻
经常出现
烟雾
眩光
轻纱
浑水
北京
接地
味儿
弥漫着
虚幻
梦呓
缥缈
市小赖子
一群
推攘中
推开
阳光
隔
烟气
对焦
满目
虚晃
彩色
风筝
街上
嘈杂
闯进
异
恍若隔世
浮生
一梦
很多遍
斯坦尼
康拍出
长镜头
90
黄金
期
远去
香港中文大学
讲座
笔记
谈到
几点
商量
恐同者
抱住
发抖
呵呵
得奖
开车
路上
节目
定然
永垂不朽
境界
活出
圆寂
留恋
天国
黄药师
大战
天山童姥
上次
虐待
小孩
顺理成章
辨不清
实虚
一杆
烟夺
便是
缱绻
二十三年
聚首
看穿
用剑刎
缘
再续
两岸三地
富有
感染力
媚气
霸气
俗气
穿越
两条
血河
历经
种种
屈辱
打击
在于
痴狂
可比
难以承受
领导者
你活
摆脱
摧残
他活
民族
态度
好笑
看得懂
有趣
悲苦
看不下去
写下
高潮
奇怪
捕捉到
哪有
不苦
但容
下苦
方知
甜
珍贵
嫌弃
知己
此前
加个
