"Fleet","Gear","Year","MonthStart","MonthEnd","iGrid","Grid","Effort","EffortUnits","QualityCode","Source","YFT-NO","YFT-MT","BET-NO","BET-MT","SKJ-NO","SKJ-MT","ALB-NO","ALB-MT","SBF-NO","SBF-MT","LOT-NO","LOT-MT","FRZ-NO","FRZ-MT","KAW-NO","KAW-MT","COM-NO","COM-MT","SWO-NO","SWO-MT","BILL-NO","BILL-MT","TUX-NO","TUX-MT","SKH-NO","SKH-MT","NTAD-NO","NTAD-MT"
"MDV    ","LLCO",2015,12,12,"5202068   ",5202068,3600.00,"HOOKS","0","LO",,0.26,,1.25,,0.04,,0.20,,,,,,,,,,,,0.72,,0.50,,,,,,
"MDV    ","LLCO",2016,7,7,"5202068   ",5202068,3008.00,"HOOKS","0","LO",,0.02,,0.02,,,,,,,,,,,,,,,,,,0.14,,,,,,
"MDV    ","LLCO",2017,5,5,"5202068   ",5202068,1624.00,"HOOKS","0","LO",,0.21,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,6,6,"5202068   ",5202068,1632.00,"HOOKS","0","LO",,3.19,,2.89,,,,,,,,,,,,,,,,0.89,,,,,,,,
"MDV    ","LLCO",2017,11,11,"5202068   ",5202068,2520.00,"HOOKS","0","LO",,3.11,,1.90,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,12,12,"5202068   ",5202068,1560.00,"HOOKS","0","LO",,0.58,,5.98,,,,,,,,,,,,,,,,1.57,,,,,,,,
"MDV    ","HAND",2014,6,6,"5202069   ",5202069,1.00,"FDAYS","0","LO",,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,5,5,"5202069   ",5202069,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,7,7,"5202069   ",5202069,1.00,"FDAYS","0","LO",,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,8,8,"5202069   ",5202069,4.00,"FDAYS","0","LO",,2.51,,3.01,,,,,,,,,,,,,,,,,,0.46,,0.13,,,,0.06
"MDV    ","LLCO",2013,9,9,"5202069   ",5202069,2.00,"FDAYS","0","LO",,0.75,,0.80,,0.01,,,,,,,,,,,,,,,,0.06,,0.07,,,,0.01
"MDV    ","LLCO",2014,9,9,"5202069   ",5202069,6160.00,"HOOKS","0","LO",,0.29,,0.69,,,,,,,,,,,,,,,,0.26,,0.02,,,,,,0.01
"MDV    ","LLCO",2015,10,10,"5202069   ",5202069,1600.00,"HOOKS","0","LO",,0.53,,0.04,,,,,,,,,,,,,,,,0.15,,0.04,,,,,,
"MDV    ","LLCO",2015,12,12,"5202069   ",5202069,1176.00,"HOOKS","0","LO",,,,0.03,,,,,,,,,,,,,,,,0.16,,0.03,,,,,,
"MDV    ","LLCO",2016,2,2,"5202069   ",5202069,2400.00,"HOOKS","0","LO",,0.16,,0.06,,,,,,,,,,,,,,,,0.07,,,,,,,,
"MDV    ","LLCO",2016,4,4,"5202069   ",5202069,2400.00,"HOOKS","0","LO",,0.38,,0.56,,,,,,,,,,,,,,,,0.01,,0.03,,,,,,
"MDV    ","LLCO",2016,10,10,"5202069   ",5202069,1344.00,"HOOKS","0","LO",,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,11,11,"5202069   ",5202069,6192.00,"HOOKS","0","LO",,0.15,,2.30,,,,0.07,,,,,,,,,,,,0.36,,0.15,,,,,,
"MDV    ","HAND",2015,2,2,"5202070   ",5202070,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5202070   ",5202070,4.00,"FDAYS","0","LO",,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202070   ",5202070,3.00,"FDAYS","0","LO",,0.42,,2.49,,,,,,,,,,,,,,,,,,0.30,,,,0.02,,0.01
"MDV    ","LLCO",2014,4,4,"5202070   ",5202070,6000.00,"HOOKS","0","LO",,0.35,,2.29,,,,,,,,,,,,,,,,0.05,,0.13,,,,,,0.03
"MDV    ","LLCO",2014,10,10,"5202070   ",5202070,5460.00,"HOOKS","0","LO",,0.13,,1.17,,,,0.02,,,,,,,,,,,,0.23,,0.31,,,,,,0.01
"MDV    ","LLCO",2015,8,8,"5202070   ",5202070,1600.00,"HOOKS","0","LO",,0.13,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,9,9,"5202070   ",5202070,2400.00,"HOOKS","0","LO",,0.40,,0.25,,,,,,,,,,,,,,,,0.24,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5202070   ",5202070,800.00,"HOOKS","0","LO",,0.20,,,,,,0.06,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","LLCO",2015,11,11,"5202070   ",5202070,1680.00,"HOOKS","0","LO",,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,
"MDV    ","LLCO",2015,12,12,"5202070   ",5202070,2592.00,"HOOKS","0","LO",,0.14,,0.16,,,,,,,,,,,,,,,,0.18,,0.16,,,,,,
"MDV    ","LLCO",2016,2,2,"5202070   ",5202070,800.00,"HOOKS","0","LO",,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,3,3,"5202070   ",5202070,800.00,"HOOKS","0","LO",,0.05,,0.05,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","LLCO",2016,4,4,"5202070   ",5202070,800.00,"HOOKS","0","LO",,0.09,,0.19,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,5,5,"5202070   ",5202070,800.00,"HOOKS","0","LO",,0.14,,0.30,,,,,,,,,,,,,,,,,,0.07,,,,,,
"MDV    ","LLCO",2016,10,10,"5202070   ",5202070,1512.00,"HOOKS","0","LO",,0.27,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,11,11,"5202070   ",5202070,13272.00,"HOOKS","0","LO",,2.25,,0.95,,,,,,,,,,,,,,,,0.07,,0.11,,,,,,
"MDV    ","LLCO",2016,12,12,"5202070   ",5202070,1944.00,"HOOKS","0","LO",,0.10,,0.04,,,,,,,,,,,,,,,,,,0.03,,,,,,
"MDV    ","LLCO",2017,4,4,"5202070   ",5202070,3360.00,"HOOKS","0","LO",,0.61,,0.02,,,,,,,,,,,,,,,,,,0.08,,,,,,
"MDV    ","LLCO",2017,8,8,"5202070   ",5202070,1440.00,"HOOKS","0","LO",,0.21,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","HAND",2014,6,6,"5202071   ",5202071,3.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,3,3,"5202071   ",5202071,4.00,"FDAYS","0","LO",,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5202071   ",5202071,3.00,"FDAYS","0","LO",,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5202071   ",5202071,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5202071   ",5202071,6.00,"FDAYS","0","LO",,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5202071   ",5202071,8.00,"FDAYS","0","LO",,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5202071   ",5202071,4.00,"FDAYS","0","LO",,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,10,10,"5202071   ",5202071,16.00,"FDAYS","0","LO",,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,11,11,"5202071   ",5202071,8.00,"FDAYS","0","LO",,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202071   ",5202071,4.00,"FDAYS","0","LO",,0.42,,4.28,,,,,,,,,,,,,,,,,,0.32,,,,0.08,,0.04
"MDV    ","LLCO",2014,4,4,"5202071   ",5202071,9240.00,"HOOKS","0","LO",,0.25,,1.12,,,,0.02,,,,,,,,,,,,0.02,,0.17,,,,,,0.01
"MDV    ","LLCO",2014,10,10,"5202071   ",5202071,8295.00,"HOOKS","0","LO",,0.90,,1.37,,,,0.01,,,,,,,,,,,,0.13,,0.26,,,,,,0.10
"MDV    ","LLCO",2015,10,10,"5202071   ",5202071,800.00,"HOOKS","0","LO",,0.09,,0.05,,,,,,,,,,,,,,,,0.09,,,,,,,,
"MDV    ","LLCO",2016,6,6,"5202071   ",5202071,600.00,"HOOKS","0","LO",,0.04,,,,,,,,,,,,,,,,,,,,0.28,,,,,,
"MDV    ","LLCO",2016,10,10,"5202071   ",5202071,2688.00,"HOOKS","0","LO",,0.75,,0.33,,,,,,,,,,,,,,,,,,0.03,,,,,,
"MDV    ","LLCO",2016,11,11,"5202071   ",5202071,11088.00,"HOOKS","0","LO",,1.65,,1.10,,,,,,,,,,,,,,,,0.03,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5202071   ",5202071,7344.00,"HOOKS","0","LO",,1.71,,0.59,,,,,,,,,,,,,,,,0.04,,0.39,,,,,,
"MDV    ","LLCO",2017,1,1,"5202071   ",5202071,4624.00,"HOOKS","0","LO",,0.36,,0.06,,,,,,,,,,,,,,,,,,0.24,,,,,,
"MDV    ","LLCO",2017,5,5,"5202071   ",5202071,3750.00,"HOOKS","0","LO",,1.50,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,7,7,"5202071   ",5202071,1650.00,"HOOKS","0","LO",,,,0.09,,,,,,,,,,,,,,,,0.42,,,,,,,,
"MDV    ","HAND",2013,5,5,"5202072   ",5202072,8.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,6,6,"5202072   ",5202072,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,5,5,"5202072   ",5202072,2.00,"FDAYS","0","LO",,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,3,3,"5202072   ",5202072,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5202072   ",5202072,6.00,"FDAYS","0","LO",,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5202072   ",5202072,2.00,"FDAYS","0","LO",,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,8,8,"5202072   ",5202072,2.00,"FDAYS","0","LO",,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5202072   ",5202072,20.00,"FDAYS","0","LO",,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5202072   ",5202072,12.00,"FDAYS","0","LO",,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202072   ",5202072,1.00,"FDAYS","0","LO",,0.13,,0.21,,,,,,,,,,,,,,,,,,0.09,,,,0.04,,0.02
"MDV    ","LLCO",2014,4,4,"5202072   ",5202072,9000.00,"HOOKS","0","LO",,0.82,,2.82,,,,0.01,,,,,,,,,,,,0.01,,0.35,,,,,,0.03
"MDV    ","LLCO",2014,9,9,"5202072   ",5202072,3600.00,"HOOKS","0","LO",,,,0.03,,,,,,,,,,,,,,,,0.11,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5202072   ",5202072,800.00,"HOOKS","0","LO",,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,6,6,"5202072   ",5202072,2580.00,"HOOKS","0","LO",,0.12,,0.50,,,,,,,,,,,,,,,,1.27,,0.12,,,,,,
"MDV    ","LLCO",2016,7,7,"5202072   ",5202072,1540.00,"HOOKS","0","LO",,,,0.01,,,,,,,,,,,,,,,,0.03,,,,,,,,
"MDV    ","LLCO",2016,8,8,"5202072   ",5202072,1632.00,"HOOKS","0","LO",,0.12,,0.11,,,,0.06,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,11,11,"5202072   ",5202072,4500.00,"HOOKS","0","LO",,0.53,,0.44,,,,,,,,,,,,,,,,,,0.12,,,,,,
"MDV    ","LLCO",2016,12,12,"5202072   ",5202072,1500.00,"HOOKS","0","LO",,0.08,,0.10,,,,,,,,,,,,,,,,,,0.12,,,,,,
"MDV    ","LLCO",2017,1,1,"5202072   ",5202072,3360.00,"HOOKS","0","LO",,0.25,,0.05,,,,,,,,,,,,,,,,,,0.28,,,,,,
"MDV    ","LLCO",2017,5,5,"5202072   ",5202072,1624.00,"HOOKS","0","LO",,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,6,6,"5202072   ",5202072,1650.00,"HOOKS","0","LO",,0.53,,0.64,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,8,8,"5202072   ",5202072,1650.00,"HOOKS","0","LO",,0.85,,2.39,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,11,11,"5202072   ",5202072,2700.00,"HOOKS","0","LO",,1.66,,1.73,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,5,5,"5202073   ",5202073,4.00,"FDAYS","0","LO",,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,10,10,"5202073   ",5202073,2.00,"FDAYS","0","LO",,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,6,6,"5202073   ",5202073,4.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,7,7,"5202073   ",5202073,3.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,2,2,"5202073   ",5202073,3.00,"FDAYS","0","LO",,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,5,5,"5202073   ",5202073,4.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,3,3,"5202073   ",5202073,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5202073   ",5202073,8.00,"FDAYS","0","LO",,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5202073   ",5202073,8.00,"FDAYS","0","LO",,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5202073   ",5202073,2.00,"FDAYS","0","LO",,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,8,8,"5202073   ",5202073,10.00,"FDAYS","0","LO",,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,3,3,"5202073   ",5202073,11.00,"FDAYS","0","LO",,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,4,4,"5202073   ",5202073,5.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5202073   ",5202073,4.00,"FDAYS","0","LO",,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,10,10,"5202073   ",5202073,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202073   ",5202073,2.00,"FDAYS","0","LO",,0.19,,1.33,,,,,,,,,,,,,,,,,,0.28,,,,0.14,,0.04
"MDV    ","LLCO",2014,4,4,"5202073   ",5202073,9000.00,"HOOKS","0","LO",,0.17,,1.40,,,,0.02,,,,,,,,,,,,0.04,,0.04,,,,,,0.01
"MDV    ","LLCO",2014,9,9,"5202073   ",5202073,3600.00,"HOOKS","0","LO",,,,0.15,,,,,,,,,,,,,,,,0.15,,,,,,,,
"MDV    ","LLCO",2014,10,10,"5202073   ",5202073,3000.00,"HOOKS","0","LO",,0.03,,0.31,,,,,,,,,,,,,,,,,,0.04,,,,,,0.01
"MDV    ","LLCO",2016,3,3,"5202073   ",5202073,1600.00,"HOOKS","0","LO",,0.26,,0.08,,,,,,,,,,,,,,,,0.06,,0.09,,,,,,
"MDV    ","LLCO",2016,6,6,"5202073   ",5202073,860.00,"HOOKS","0","LO",,0.02,,0.01,,,,,,,,,,,,,,,,0.36,,0.05,,,,,,
"MDV    ","LLCO",2016,7,7,"5202073   ",5202073,4530.00,"HOOKS","0","LO",,0.07,,0.15,,,,,,,,,,,,,,,,1.83,,0.13,,,,,,
"MDV    ","LLCO",2016,8,8,"5202073   ",5202073,5372.00,"HOOKS","0","LO",,0.17,,0.40,,0.01,,0.04,,,,,,,,,,,,1.36,,,,,,,,
"MDV    ","LLCO",2017,7,7,"5202073   ",5202073,3300.00,"HOOKS","0","LO",,6.28,,3.96,,,,,,,,,,,,,,,,1.50,,,,,,,,
"MDV    ","LLCO",2017,9,9,"5202073   ",5202073,1650.00,"HOOKS","0","LO",,10.81,,1.66,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,11,11,"5202074   ",5202074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5202074   ",5202074,2.00,"FDAYS","0","LO",,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5202074   ",5202074,6.00,"FDAYS","0","LO",,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,2,2,"5202074   ",5202074,4.00,"FDAYS","0","LO",,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,3,3,"5202074   ",5202074,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,4,4,"5202074   ",5202074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,7,7,"5202074   ",5202074,4.00,"FDAYS","0","LO",,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5202074   ",5202074,4.00,"FDAYS","0","LO",,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5202074   ",5202074,5.00,"FDAYS","0","LO",,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,10,10,"5202074   ",5202074,5.00,"FDAYS","0","LO",,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202074   ",5202074,2.00,"FDAYS","0","LO",,0.20,,0.62,,,,,,,,,,,,,,,,,,0.09,,,,0.08,,6.0e-03
"MDV    ","LLCO",2014,4,4,"5202074   ",5202074,6160.00,"HOOKS","0","LO",,0.41,,1.45,,,,,,,,,,,,,,,,0.16,,,,,,,,6.0e-03
"MDV    ","LLCO",2014,10,10,"5202074   ",5202074,3000.00,"HOOKS","0","LO",,0.49,,0.29,,,,,,,,,,,,,,,,0.19,,,,,,,,0.01
"MDV    ","LLCO",2015,11,11,"5202074   ",5202074,800.00,"HOOKS","0","LO",,0.36,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","LLCO",2016,8,8,"5202074   ",5202074,6360.00,"HOOKS","0","LO",,0.37,,0.44,,,,0.02,,,,,,,,,,,,1.58,,0.21,,,,,,
"MDV    ","LLCO",2016,9,9,"5202074   ",5202074,960.00,"HOOKS","0","LO",,,,0.07,,,,,,,,,,,,,,,,0.23,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5202074   ",5202074,7368.00,"HOOKS","0","LO",,1.49,,0.21,,,,0.01,,,,,,,,,,,,0.06,,0.03,,,,,,
"MDV    ","LLCO",2017,2,2,"5202074   ",5202074,1650.00,"HOOKS","0","LO",,0.20,,0.05,,,,,,,,,,,,,,,,,,0.07,,,,,,
"MDV    ","LLCO",2017,9,9,"5202074   ",5202074,1632.00,"HOOKS","0","LO",,1.11,,0.71,,,,,,,,,,,,,,,,1.46,,,,,,,,
"MDV    ","HAND",2016,9,9,"5202075   ",5202075,2.00,"FDAYS","0","LO",,2.95,,6.71,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5202075   ",5202075,4.00,"FDAYS","0","LO",,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202075   ",5202075,1.00,"FDAYS","0","LO",,0.07,,0.26,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","LLCO",2014,1,1,"5202075   ",5202075,2900.00,"HOOKS","0","LO",,0.04,,0.20,,,,,,,,,,,,,,,,,,,,,,,,0.04
"MDV    ","LLCO",2014,4,4,"5202075   ",5202075,15080.00,"HOOKS","0","LO",,1.22,,2.51,,5.0e-03,,,,,,,,,,,,,,0.08,,0.30,,,,,,0.01
"MDV    ","LLCO",2014,7,7,"5202075   ",5202075,9240.00,"HOOKS","0","LO",,0.41,,1.45,,,,1.00,,,,,,,,,,,,0.09,,0.30,,,,,,0.13
"MDV    ","LLCO",2014,10,10,"5202075   ",5202075,21400.00,"HOOKS","0","LO",,0.85,,3.36,,,,0.01,,,,,,,,,,,,0.32,,0.44,,,,,,0.18
"MDV    ","LLCO",2015,8,8,"5202075   ",5202075,800.00,"HOOKS","0","LO",,0.15,,0.04,,,,,,,,,,,,,,,,0.15,,,,,,,,
"MDV    ","LLCO",2015,9,9,"5202075   ",5202075,2400.00,"HOOKS","0","LO",,0.15,,0.35,,,,,,,,,,,,,,,,0.18,,0.15,,,,,,
"MDV    ","LLCO",2015,10,10,"5202075   ",5202075,3580.00,"HOOKS","0","LO",,0.40,,0.26,,,,,,,,,,,,,,,,0.06,,0.10,,,,,,
"MDV    ","LLCO",2015,11,11,"5202075   ",5202075,1350.00,"HOOKS","0","LO",,0.27,,0.04,,,,,,,,,,,,,,,,,,0.15,,,,,,
"MDV    ","LLCO",2015,12,12,"5202075   ",5202075,1350.00,"HOOKS","0","LO",,0.12,,,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","LLCO",2016,1,1,"5202075   ",5202075,800.00,"HOOKS","0","LO",,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,
"MDV    ","LLCO",2016,8,8,"5202075   ",5202075,1632.00,"HOOKS","0","LO",,0.20,,,,,,7.0e-03,,,,,,,,,,,,0.27,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5202075   ",5202075,4692.00,"HOOKS","0","LO",,0.21,,0.10,,,,,,,,,,,,,,,,,,0.25,,,,,,
"MDV    ","LLCO",2016,10,10,"5202075   ",5202075,3360.00,"HOOKS","0","LO",,0.49,,0.11,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,11,11,"5202075   ",5202075,13104.00,"HOOKS","0","LO",,2.58,,0.59,,,,0.05,,,,,,,,,,,,0.05,,0.18,,,,,,
"MDV    ","LLCO",2016,12,12,"5202075   ",5202075,17556.00,"HOOKS","0","LO",,2.60,,0.57,,,,0.02,,,,,,,,,,,,0.28,,0.63,,,,,,
"MDV    ","LLCO",2017,1,1,"5202075   ",5202075,1650.00,"HOOKS","0","LO",,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,6,6,"5202075   ",5202075,1632.00,"HOOKS","0","LO",,2.13,,0.88,,,,,,,,,,,,,,,,0.05,,,,,,,,
"MDV    ","LLCO",2013,10,10,"5202076   ",5202076,2.00,"FDAYS","0","LO",,0.07,,1.01,,,,,,,,,,,,,,,,,,0.05,,,,0.06,,0.01
"MDV    ","LLCO",2014,4,4,"5202076   ",5202076,3000.00,"HOOKS","0","LO",,0.35,,0.35,,,,,,,,,,,,,,,,0.07,,0.21,,,,,,3.0e-03
"MDV    ","LLCO",2014,5,5,"5202076   ",5202076,3080.00,"HOOKS","0","LO",,0.18,,0.55,,,,,,,,,,,,,,,,,,0.04,,,,,,6.0e-03
"MDV    ","LLCO",2014,10,10,"5202076   ",5202076,9080.00,"HOOKS","0","LO",,0.17,,0.52,,,,,,,,,,,,,,,,0.20,,0.23,,,,,,0.05
"MDV    ","LLCO",2015,9,9,"5202076   ",5202076,4000.00,"HOOKS","0","LO",,0.63,,0.25,,,,,,,,,,,,,,,,0.35,,0.14,,,,,,
"MDV    ","LLCO",2015,10,10,"5202076   ",5202076,4380.00,"HOOKS","0","LO",,0.66,,0.98,,,,,,,,,,,,,,,,0.04,,0.48,,,,,,
"MDV    ","LLCO",2015,11,11,"5202076   ",5202076,9866.00,"HOOKS","0","LO",,1.63,,0.35,,,,,,,,,,,,,,,,0.17,,0.47,,,,,,
"MDV    ","LLCO",2016,1,1,"5202076   ",5202076,2400.00,"HOOKS","0","LO",,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,3,3,"5202076   ",5202076,2400.00,"HOOKS","0","LO",,0.03,,0.20,,,,0.04,,,,,,,,,,,,0.06,,,,,,,,
"MDV    ","LLCO",2016,8,8,"5202076   ",5202076,1632.00,"HOOKS","0","LO",,0.02,,0.03,,,,8.0e-03,,,,,,,,,,,,0.04,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5202076   ",5202076,8400.00,"HOOKS","0","LO",,0.59,,0.47,,,,,,,,,,,,,,,,0.06,,,,,,,,
"MDV    ","LLCO",2016,10,10,"5202076   ",5202076,16252.00,"HOOKS","0","LO",,1.85,,0.33,,,,0.08,,,,,,,,,,,,0.05,,0.36,,,,,,
"MDV    ","LLCO",2016,11,11,"5202076   ",5202076,1680.00,"HOOKS","0","LO",,0.27,,0.19,,,,0.06,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5202076   ",5202076,1680.00,"HOOKS","0","LO",,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,1,1,"5202076   ",5202076,3888.00,"HOOKS","0","LO",,1.62,,0.28,,,,,,,,,,,,,,,,0.06,,0.54,,,,,,
"MDV    ","LLCO",2017,2,2,"5202076   ",5202076,2592.00,"HOOKS","0","LO",,0.11,,0.10,,,,,,,,,,,,,,,,,,0.39,,,,,,
"LKA    ","GIOF",2015,6,6,"5202077   ",5202077,3.00,"TRIPS","0","LO",,,,,,21.84,,,,,,,,,,,,,,0.13,,0.23,,,,,,
"LKA    ","GIOF",2015,10,10,"5202077   ",5202077,3.00,"TRIPS","0","LO",,,,,,18.98,,,,,,,,,,,,,,,,0.08,,,,,,
"MDV    ","LLCO",2014,8,8,"5202077   ",5202077,3000.00,"HOOKS","0","LO",,0.02,,0.64,,,,0.02,,,,,,,,,,,,0.18,,0.02,,,,,,
"MDV    ","LLCO",2014,10,10,"5202077   ",5202077,3000.00,"HOOKS","0","LO",,,,0.20,,,,,,,,,,,,,,,,0.05,,0.11,,,,,,0.03
"MDV    ","LLCO",2015,12,12,"5202077   ",5202077,1296.00,"HOOKS","0","LO",,0.11,,,,,,,,,,,,,,,,,,0.04,,0.13,,,,,,
"MDV    ","LLCO",2016,8,8,"5202077   ",5202077,3264.00,"HOOKS","0","LO",,0.07,,0.30,,0.01,,0.01,,,,,,,,,,,,0.21,,0.03,,,,,,
"MDV    ","LLCO",2016,9,9,"5202077   ",5202077,1512.00,"HOOKS","0","LO",,0.10,,0.06,,,,,,,,,,,,,,,,,,0.05,,,,,,
