"Fleet","Gear","Year","MonthStart","MonthEnd","iGrid","Grid","Effort","EffortUnits","QualityCode","Source","YFT-NO","YFT-MT","BET-NO","BET-MT","SKJ-NO","SKJ-MT","ALB-NO","ALB-MT","SBF-NO","SBF-MT","LOT-NO","LOT-MT","FRZ-NO","FRZ-MT","KAW-NO","KAW-MT","COM-NO","COM-MT","SWO-NO","SWO-MT","BILL-NO","BILL-MT","TUX-NO","TUX-MT","SKH-NO","SKH-MT","NTAD-NO","NTAD-MT"
"MDV    ","LLCO",2016,10,10,"5202077   ",5202077,12576.00,"HOOKS","0","LO",,0.64,,0.80,,,,,,,,,,,,,,,,,,0.09,,,,,,
"MDV    ","LLCO",2016,11,11,"5202077   ",5202077,3360.00,"HOOKS","0","LO",,0.13,,0.27,,,,,,,,,,,,,,,,0.04,,,,,,,,
"MDV    ","LLCO",2017,6,6,"5202077   ",5202077,1680.00,"HOOKS","0","LO",,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2014,8,8,"5202078   ",5202078,173.00,"TRIPS","0","LO",,,,,,36.60,,,,,,,,,,,,1.10,,,,1.80,,,,0.50,,
"LKA    ","GIOF",2015,12,12,"5202078   ",5202078,3.00,"TRIPS","0","LO",,,,,,1.72,,,,,,,,,,,,,,,,0.03,,,,,,
"MDV    ","LLCO",2016,8,8,"5202078   ",5202078,1632.00,"HOOKS","0","LO",,0.24,,0.04,,0.02,,0.01,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5202078   ",5202078,9000.00,"HOOKS","0","LO",,0.78,,0.77,,,,,,,,,,,,,,,,0.71,,1.08,,,,,,
"MDV    ","LLCO",2016,10,10,"5202078   ",5202078,30410.00,"HOOKS","0","LO",,5.59,,4.12,,,,0.05,,,,,,,,,,,,0.98,,0.32,,,,,,
"MDV    ","LLCO",2014,11,11,"5202079   ",5202079,12000.00,"HOOKS","0","LO",,0.39,,2.79,,9.0e-03,,,,,,,,,,,,,,0.13,,0.16,,,,,,0.03
"MDV    ","LLCO",2016,9,9,"5202079   ",5202079,1680.00,"HOOKS","0","LO",,0.03,,0.08,,,,0.01,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,10,10,"5202079   ",5202079,12432.00,"HOOKS","0","LO",,0.72,,2.49,,,,,,,,,,,,,,,,,,0.59,,,,,,
"LKA    ","GIOF",2015,3,3,"5202080   ",5202080,3.00,"TRIPS","0","LO",,1.28,,,,4.31,,,,,,,,,,,,,,0.15,,0.21,,,,,,
"MDV    ","LLCO",2014,11,11,"5202080   ",5202080,3000.00,"HOOKS","0","LO",,0.20,,0.36,,,,,,,,,,,,,,,,0.16,,0.10,,,,,,0.05
"LKA    ","GIOF",2014,5,5,"5202081   ",5202081,14.00,"TRIPS","0","LO",,0.80,,,,9.70,,,,,,,,,,,,,,1.00,,2.40,,0.30,,,,1.00
"LKA    ","GIOF",2014,5,5,"5202083   ",5202083,14.00,"TRIPS","0","LO",,0.40,,,,2.10,,,,,,,,,,,,,,0.30,,3.20,,,,0.40,,
"LKA    ","GIOF",2014,8,8,"5202087   ",5202087,49.00,"TRIPS","0","LO",,,,,,8.30,,,,,,,,,,,,,,,,0.30,,,,,,0.30
"LKA    ","GIOF",2014,2,2,"5203059   ",5203059,79.00,"TRIPS","0","LO",,46.10,,0.60,,96.50,,,,,,,,0.10,,,,,,,,,,26.50,,,,
"LKA    ","GIOF",2014,4,4,"5203059   ",5203059,21.00,"TRIPS","0","LO",,,,,,13.60,,,,,,,,,,,,,,,,0.40,,,,0.50,,
"MDV    ","LLCO",2014,11,11,"5203067   ",5203067,2904.00,"HOOKS","0","LO",,,,0.39,,,,,,,,,,,,,,,,0.11,,,,,,,,0.01
"MDV    ","LLCO",2017,7,7,"5203067   ",5203067,3264.00,"HOOKS","0","LO",,0.18,,0.20,,,,,,,,,,,,,,,,1.00,,,,,,,,
"MDV    ","LLCO",2014,8,8,"5203068   ",5203068,3080.00,"HOOKS","0","LO",,0.49,,0.45,,,,,,,,,,,,,,,,0.11,,,,,,,,0.01
"MDV    ","LLCO",2014,11,11,"5203068   ",5203068,2940.00,"HOOKS","0","LO",,0.03,,0.41,,,,,,,,,,,,,,,,0.04,,,,,,,,
"MDV    ","LLCO",2016,6,6,"5203068   ",5203068,4500.00,"HOOKS","0","LO",,1.23,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,11,11,"5203069   ",5203069,1176.00,"HOOKS","0","LO",,0.12,,,,,,,,,,,,,,,,,,0.02,,,,,,,,
"MDV    ","LLCO",2015,12,12,"5203069   ",5203069,6720.00,"HOOKS","0","LO",,0.04,,1.21,,,,,,,,,,,,,,,,0.82,,0.31,,,,,,
"MDV    ","LLCO",2016,2,2,"5203069   ",5203069,1600.00,"HOOKS","0","LO",,,,0.04,,,,,,,,,,,,,,,,,,0.04,,,,,,0.01
"MDV    ","LLCO",2016,4,4,"5203069   ",5203069,1600.00,"HOOKS","0","LO",,0.51,,0.25,,,,,,,,,,,,,,,,0.01,,,,,,,,
"MDV    ","LLCO",2015,8,8,"5203070   ",5203070,1600.00,"HOOKS","0","LO",,0.09,,0.12,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,9,9,"5203070   ",5203070,800.00,"HOOKS","0","LO",,0.13,,0.03,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","LLCO",2015,10,10,"5203070   ",5203070,800.00,"HOOKS","0","LO",,0.15,,0.21,,,,,,,,,,,,,,,,0.02,,,,,,,,
"MDV    ","LLCO",2015,11,11,"5203070   ",5203070,27552.00,"HOOKS","0","LO",,4.23,,6.67,,,,,,,,,,,,,,,,1.59,,2.48,,,,,,
"MDV    ","LLCO",2015,12,12,"5203070   ",5203070,20256.00,"HOOKS","0","LO",,0.97,,4.64,,,,,,,,,,,,,,,,3.60,,1.33,,,,,,
"MDV    ","LLCO",2016,2,2,"5203070   ",5203070,800.00,"HOOKS","0","LO",,0.09,,,,,,,,,,,,,,,,,,0.02,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5203071   ",5203071,1600.00,"HOOKS","0","LO",,0.13,,0.19,,,,0.18,,,,,,,,,,,,0.05,,0.10,,,,,,
"MDV    ","LLCO",2015,11,11,"5203071   ",5203071,1176.00,"HOOKS","0","LO",,0.12,,0.15,,,,,,,,,,,,,,,,0.05,,0.04,,,,,,
"MDV    ","LLCO",2015,9,9,"5203072   ",5203072,800.00,"HOOKS","0","LO",,0.13,,0.09,,,,,,,,,,,,,,,,0.14,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5203072   ",5203072,1600.00,"HOOKS","0","LO",,0.43,,0.06,,,,,,,,,,,,,,,,0.02,,0.04,,,,,,
"MDV    ","LLCO",2016,3,3,"5203073   ",5203073,800.00,"HOOKS","0","LO",,,,0.07,,,,,,,,,,,,,,,,0.02,,,,,,,,
"MDV    ","LLCO",2014,4,4,"5203074   ",5203074,12160.00,"HOOKS","0","LO",,1.42,,2.29,,,,,,,,,,,,,,,,0.10,,0.28,,,,,,0.05
"MDV    ","LLCO",2014,10,10,"5203074   ",5203074,3000.00,"HOOKS","0","LO",,0.16,,0.34,,5.0e-03,,0.02,,,,,,,,,,,,0.03,,,,,,,,0.01
"MDV    ","LLCO",2015,10,10,"5203074   ",5203074,1790.00,"HOOKS","0","LO",,0.08,,0.23,,,,,,,,,,,,,,,,0.02,,0.06,,,,,,
"MDV    ","LLCO",2015,11,11,"5203074   ",5203074,800.00,"HOOKS","0","LO",,0.18,,,,,,,,,,,,,,,,,,0.03,,,,,,,,
"MDV    ","LLCO",2016,3,3,"5203074   ",5203074,1344.00,"HOOKS","0","LO",,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5203074   ",5203074,3000.00,"HOOKS","0","LO",,0.57,,0.38,,,,,,,,,,,,,,,,0.10,,0.21,,,,,,
"MDV    ","LLCO",2014,4,4,"5203075   ",5203075,9240.00,"HOOKS","0","LO",,0.17,,1.22,,,,,,,,,,,,,,,,0.02,,0.09,,,,,,0.02
"MDV    ","LLCO",2014,10,10,"5203075   ",5203075,3000.00,"HOOKS","0","LO",,0.06,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,9,9,"5203075   ",5203075,1600.00,"HOOKS","0","LO",,0.18,,0.16,,,,,,,,,,,,,,,,0.09,,0.04,,,,,,
"MDV    ","LLCO",2015,10,10,"5203075   ",5203075,1790.00,"HOOKS","0","LO",,0.04,,0.04,,,,,,,,,,,,,,,,0.03,,,,,,,,
"MDV    ","LLCO",2015,11,11,"5203075   ",5203075,5486.00,"HOOKS","0","LO",,1.04,,0.45,,,,,,,,,,,,,,,,0.32,,0.44,,,,,,
"MDV    ","LLCO",2016,2,2,"5203075   ",5203075,1344.00,"HOOKS","0","LO",,0.35,,,,,,,,,,,,,,,,,,,,0.03,,,,,,
"MDV    ","LLCO",2016,3,3,"5203075   ",5203075,3488.00,"HOOKS","0","LO",,0.52,,0.06,,,,,,,,,,,,,,,,,,0.07,,,,,,
"MDV    ","LLCO",2016,10,10,"5203075   ",5203075,1512.00,"HOOKS","0","LO",,0.30,,,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","LLCO",2016,11,11,"5203075   ",5203075,12600.00,"HOOKS","0","LO",,2.03,,0.46,,,,,,,,,,,,,,,,0.14,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5203075   ",5203075,11220.00,"HOOKS","0","LO",,1.06,,0.29,,,,0.03,,,,,,,,,,,,0.20,,0.40,,,,,,
"MDV    ","LLCO",2017,1,1,"5203075   ",5203075,3300.00,"HOOKS","0","LO",,0.25,,0.20,,,,,,,,,,,,,,,,,,0.10,,,,,,
"LKA    ","GIOF",2016,4,4,"5203076   ",5203076,3.00,"TRIPS","3","LO",,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5203076   ",5203076,2400.00,"HOOKS","0","LO",,0.45,,0.19,,,,,,,,,,,,,,,,0.20,,0.12,,,,,,
"MDV    ","LLCO",2016,9,9,"5203076   ",5203076,3000.00,"HOOKS","0","LO",,0.19,,0.13,,,,,,,,,,,,,,,,0.14,,0.20,,,,,,
"MDV    ","LLCO",2016,10,10,"5203076   ",5203076,4256.00,"HOOKS","0","LO",,0.15,,0.20,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,12,12,"5203076   ",5203076,1680.00,"HOOKS","0","LO",,,,0.05,,,,,,,,,,,,,,,,0.05,,0.08,,,,,,
"MDV    ","LLCO",2017,1,1,"5203076   ",5203076,5892.00,"HOOKS","0","LO",,0.27,,0.35,,,,,,,,,,,,,,,,,,0.44,,,,,,
"MDV    ","LLCO",2014,10,10,"5203077   ",5203077,3000.00,"HOOKS","0","LO",,,,0.70,,,,,,,,,,,,,,,,,,0.10,,,,,,0.03
"MDV    ","LLCO",2015,11,11,"5203077   ",5203077,800.00,"HOOKS","0","LO",,0.51,,,,,,,,,,,,,,,,,,,,0.14,,,,,,
"MDV    ","LLCO",2016,9,9,"5203077   ",5203077,1440.00,"HOOKS","0","LO",,,,0.03,,,,,,,,,,,,,,,,,,0.02,,,,,,
"MDV    ","LLCO",2016,10,10,"5203077   ",5203077,6720.00,"HOOKS","0","LO",,0.35,,0.60,,,,0.02,,,,,,,,,,,,,,0.09,,,,,,
"MDV    ","LLCO",2016,9,9,"5203078   ",5203078,1440.00,"HOOKS","0","LO",,0.05,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,10,10,"5203078   ",5203078,3024.00,"HOOKS","0","LO",,0.20,,0.08,,,,,,,,,,,,,,,,,,0.05,,,,,,
"LKA    ","GIOF",2014,8,8,"5203079   ",5203079,173.00,"TRIPS","0","LO",,,,,,30.50,,,,,,,,,,,,0.40,,,,2.00,,0.20,,1.00,,
"MDV    ","LLCO",2014,11,11,"5203079   ",5203079,6000.00,"HOOKS","0","LO",,,,0.65,,,,,,,,,,,,,,,,0.16,,0.01,,,,,,6.0e-03
"MDV    ","LLCO",2016,10,10,"5203079   ",5203079,3024.00,"HOOKS","0","LO",,0.07,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2014,8,8,"5203080   ",5203080,48.00,"TRIPS","0","LO",,,,,,52.70,,,,,,,,,,,,1.00,,,,0.50,,,,,,
"LKA    ","GIOF",2014,5,5,"5203083   ",5203083,14.00,"TRIPS","0","LO",,,,,,0.80,,,,,,,,,,,,,,,,0.90,,,,0.20,,1.00
"LKA    ","GIOF",2014,8,8,"5203087   ",5203087,49.00,"TRIPS","0","LO",,,,,,16.10,,,,,,,,,,,,,,,,0.30,,,,,,
"LKA    ","GIOF",2014,8,8,"5203088   ",5203088,49.00,"TRIPS","0","LO",,,,,,21.10,,,,,,,,,,0.60,,,,,,1.10,,,,,,
"MDV    ","LLCO",2015,12,12,"5204067   ",5204067,1296.00,"HOOKS","0","LO",,0.02,,0.03,,,,,,,,,,,,,,,,0.17,,0.04,,,,,,
"MDV    ","LLCO",2017,8,8,"5204067   ",5204067,1632.00,"HOOKS","0","LO",,2.61,,0.87,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2015,10,10,"5204068   ",5204068,1500.00,"HOOKS","0","LO",,0.04,,0.06,,,,,,,,,,,,,,,,0.19,,0.09,,,,,,
"MDV    ","LLCO",2015,12,12,"5204068   ",5204068,3888.00,"HOOKS","0","LO",,0.06,,1.22,,,,,,,,,,,,,,,,0.12,,0.18,,,,,,
"MDV    ","LLCO",2015,12,12,"5204069   ",5204069,10776.00,"HOOKS","0","LO",,0.05,,1.46,,,,,,,,,,,,,,,,1.18,,0.69,,,,,,
"MDV    ","LLCO",2015,10,10,"5204070   ",5204070,7160.00,"HOOKS","0","LO",,0.06,,1.00,,,,,,,,,,,,,,,,0.10,,0.12,,,,,,
"MDV    ","LLCO",2015,11,11,"5204070   ",5204070,9289.00,"HOOKS","0","LO",,1.49,,2.16,,,,,,,,,,,,,,,,0.72,,1.16,,,,,,
"MDV    ","LLCO",2015,12,12,"5204070   ",5204070,56630.00,"HOOKS","0","LO",,4.02,,11.10,,0.10,,,,,,,,,,,,,,4.96,,5.03,,,,,,
"MDV    ","LLCO",2015,10,10,"5204073   ",5204073,1790.00,"HOOKS","0","LO",,0.18,,0.45,,,,,,,,,,,,,,,,0.08,,,,,,,,
"MDV    ","LLCO",2014,9,9,"5204075   ",5204075,10800.00,"HOOKS","0","LO",,0.25,,2.03,,,,,,,,,,,,,,,,0.19,,0.09,,,,,,0.15
"MDV    ","LLCO",2015,11,11,"5204075   ",5204075,1350.00,"HOOKS","0","LO",,,,0.05,,,,,,,,,,,,,,,,0.15,,,,,,,,
"LKA    ","GIOF",2014,4,4,"5204076   ",5204076,65.00,"TRIPS","0","LO",,,,,,19.20,,,,,,,,,,,,,,,,3.00,,,,,,
"LKA    ","GIOF",2016,1,1,"5204076   ",5204076,3.00,"TRIPS","3","LO",,,,,,0.60,,,,,,,,,,,,,,0.10,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5204076   ",5204076,7860.00,"HOOKS","0","LO",,0.46,,0.73,,,,,,,,,,,,,,,,0.10,,0.07,,,,,,
"MDV    ","LLCO",2016,10,10,"5204076   ",5204076,7280.00,"HOOKS","0","LO",,2.67,,1.65,,,,,,,,,,,,,,,,,,0.47,,,,,,
"MDV    ","LLCO",2016,11,11,"5204076   ",5204076,8176.00,"HOOKS","0","LO",,1.05,,0.68,,,,,,,,,,,,,,,,0.02,,0.16,,,,,,
"LKA    ","GIOF",2014,4,4,"5204077   ",5204077,65.00,"TRIPS","0","LO",,5.20,,,,11.20,,,,,,,,,,,,0.20,,,,0.70,,,,,,
"LKA    ","GIOF",2015,5,5,"5204077   ",5204077,5.00,"TRIPS","0","LO",,,,,,0.92,,,,,,,,,,,,,,,,,,,,0.05,,
"MDV    ","LLCO",2014,10,10,"5204077   ",5204077,3000.00,"HOOKS","0","LO",,,,0.21,,,,,,,,,,,,,,,,,,0.12,,,,,,4.0e-03
"MDV    ","LLCO",2014,11,11,"5204077   ",5204077,6000.00,"HOOKS","0","LO",,,,1.38,,,,,,,,,,,,,,,,,,0.10,,,,,,0.03
"MDV    ","LLCO",2016,9,9,"5204077   ",5204077,3360.00,"HOOKS","0","LO",,0.16,,0.86,,,,,,,,,,,,,,,,3.0e-03,,0.04,,,,,,
"MDV    ","LLCO",2016,12,12,"5204077   ",5204077,1680.00,"HOOKS","0","LO",,0.08,,0.16,,,,,,,,,,,,,,,,0.04,,0.05,,,,,,
"LKA    ","GIOF",2014,4,4,"5204078   ",5204078,65.00,"TRIPS","0","LO",,0.60,,,,28.80,,,,,,,,,,,,,,1.00,,3.30,,0.20,,6.00,,
"LKA    ","GIOF",2015,5,5,"5204078   ",5204078,3.00,"TRIPS","0","LO",,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5204078   ",5204078,3000.00,"HOOKS","0","LO",,0.05,,0.45,,,,,,,,,,,,,,,,0.23,,,,,,,,
"MDV    ","LLCO",2016,10,10,"5204078   ",5204078,1568.00,"HOOKS","0","LO",,,,0.20,,,,,,,,,,,,,,,,,,0.06,,,,,,
"LKA    ","GIOF",2014,4,4,"5204079   ",5204079,65.00,"TRIPS","0","LO",,,,,,5.60,,,,,,,,,,,,,,0.20,,3.10,,,,,,
"LKA    ","GIOF",2014,8,8,"5204079   ",5204079,173.00,"TRIPS","0","LO",,,,,,28.90,,,,,,,,,,2.60,,0.50,,,,1.00,,,,,,
"LKA    ","GIOF",2014,4,4,"5204080   ",5204080,8.00,"TRIPS","0","LO",,,,,,15.40,,,,,,,,,,,,,,,,5.20,,,,,,
"LKA    ","GIOF",2014,8,8,"5204080   ",5204080,48.00,"TRIPS","0","LO",,,,,,43.10,,,,,,,,,,,,0.90,,,,2.50,,0.10,,0.40,,
"LKA    ","GIOF",2014,8,8,"5204087   ",5204087,49.00,"TRIPS","0","LO",,,,,,11.80,,,,,,,,,,0.30,,0.20,,,,0.80,,,,,,
"LKA    ","GIOF",2014,2,2,"5205060   ",5205060,152.00,"TRIPS","0","LO",,28.70,,0.30,,187.60,,,,,,,,,,,,,,0.60,,0.30,,11.80,,,,0.50
"MDV    ","LLCO",2015,11,11,"5205067   ",5205067,900.00,"HOOKS","0","LO",,0.02,,0.68,,8.0e-03,,,,,,,,,,,,,,0.21,,0.28,,,,,,
"MDV    ","LLCO",2015,12,12,"5205068   ",5205068,5328.00,"HOOKS","0","LO",,0.03,,0.60,,,,,,,,,,,,,,,,0.43,,0.09,,,,,,
"MDV    ","LLCO",2015,12,12,"5205069   ",5205069,6456.00,"HOOKS","0","LO",,0.19,,1.46,,,,,,,,,,,,,,,,1.51,,0.86,,,,,,
"MDV    ","LLCO",2015,12,12,"5205070   ",5205070,21000.00,"HOOKS","0","LO",,0.53,,5.42,,,,,,,,,,,,,,,,3.05,,2.00,,,,,,
"MDV    ","LLCO",2015,10,10,"5205073   ",5205073,1790.00,"HOOKS","0","LO",,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2014,9,9,"5205075   ",5205075,10800.00,"HOOKS","0","LO",,0.47,,1.85,,,,,,,,,,,,,,,,0.14,,0.04,,,,,,0.06
"MDV    ","LLCO",2014,9,9,"5205076   ",5205076,18000.00,"HOOKS","0","LO",,0.11,,1.50,,,,,,,,,,,,,,,,0.29,,0.18,,,,,,0.11
"MDV    ","LLCO",2016,10,10,"5205076   ",5205076,3024.00,"HOOKS","0","LO",,0.12,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,11,11,"5205076   ",5205076,6720.00,"HOOKS","0","LO",,0.59,,0.46,,,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2015,6,6,"5205077   ",5205077,5.00,"TRIPS","0","LO",,,,0.07,,4.73,,,,,,,,,,,,,,,,0.08,,,,,,
"LKA    ","GIOF",2015,7,7,"5205077   ",5205077,5.00,"TRIPS","0","LO",,,,,,6.78,,,,,,,,,,,,,,0.83,,0.27,,,,3.29,,
"LKA    ","GIOF",2015,8,8,"5205077   ",5205077,5.00,"TRIPS","0","LO",,0.29,,,,2.10,,,,,,,,0.28,,1.24,,0.01,,0.07,,0.14,,,,1.50,,
"LKA    ","GIOF",2015,9,9,"5205077   ",5205077,5.00,"TRIPS","0","LO",,,,,,0.62,,,,,,,,,,,,,,,,0.04,,,,0.05,,
"LKA    ","GIOF",2015,11,11,"5205077   ",5205077,3.00,"TRIPS","0","LO",,,,,,2.81,,,,,,,,,,,,,,,,0.28,,,,0.22,,
"MDV    ","LLCO",2014,9,9,"5205077   ",5205077,10800.00,"HOOKS","0","LO",,0.10,,0.83,,,,,,,,,,,,,,,,0.08,,0.12,,,,,,0.04
"MDV    ","LLCO",2014,11,11,"5205078   ",5205078,3000.00,"HOOKS","0","LO",,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5205078   ",5205078,1500.00,"HOOKS","0","LO",,0.07,,0.21,,,,,,,,,,,,,,,,0.13,,,,,,,,
"MDV    ","LLCO",2016,10,10,"5205078   ",5205078,3360.00,"HOOKS","0","LO",,0.26,,0.34,,,,,,,,,,,,,,,,,,0.04,,,,,,
"LKA    ","GIOF",2014,1,1,"5205079   ",5205079,189.00,"TRIPS","0","LO",,41.30,,,,143.80,,,,,,,,0.20,,0.50,,,,1.80,,4.30,,0.60,,0.30,,3.30
"LKA    ","GIOF",2014,3,3,"5205079   ",5205079,179.00,"TRIPS","0","LO",,9.00,,0.50,,33.00,,,,,,,,,,,,,,4.50,,,,,,6.80,,
"MDV    ","LLCO",2014,11,11,"5205079   ",5205079,6000.00,"HOOKS","0","LO",,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2015,6,6,"5205080   ",5205080,8.00,"TRIPS","0","LO",,2.91,,0.03,,9.98,,,,,,,,,,,,,,0.05,,0.12,,,,,,
"LKA    ","GIOF",2015,9,9,"5205081   ",5205081,5.00,"TRIPS","0","LO",,,,,,3.13,,,,,,,,,,0.13,,,,0.10,,0.03,,,,0.08,,
"LKA    ","GIOF",2017,3,3,"5205085   ",5205085,1.00,"TRIPS","3","LO",,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2014,2,2,"5206060   ",5206060,152.00,"TRIPS","0","LO",,19.50,,,,113.50,,,,,,,,,,,,,,,,,,36.30,,,,
"LKA    ","GIOF",2015,6,6,"5206066   ",5206066,5.00,"TRIPS","0","LO",,,,,,11.66,,,,,,,,,,,,,,0.02,,,,,,0.19,,
"MDV    ","LLCO",2015,12,12,"5206068   ",5206068,2322.00,"HOOKS","0","LO",,,,0.30,,,,,,,,,,,,,,,,0.34,,0.13,,,,,,
"MDV    ","LLCO",2015,12,12,"5206069   ",5206069,6466.00,"HOOKS","0","LO",,0.08,,1.25,,,,,,,,,,,,,,,,0.86,,0.46,,,,,,
"MDV    ","LLCO",2015,12,12,"5206070   ",5206070,8508.00,"HOOKS","0","LO",,0.40,,2.34,,,,,,,,,,,,,,,,1.83,,0.86,,,,,,
"LKA    ","GIOF",2014,1,1,"5206077   ",5206077,189.00,"TRIPS","0","LO",,23.50,,,,95.60,,,,,,,,0.40,,,,,,3.90,,4.60,,0.20,,2.30,,0.80
"LKA    ","GIOF",2015,3,3,"5206077   ",5206077,5.00,"TRIPS","0","LO",,,,0.07,,0.07,,,,,,,,,,,,,,0.10,,,,,,,,
"LKA    ","GIOF",2014,1,1,"5206078   ",5206078,189.00,"TRIPS","0","LO",,36.20,,,,67.50,,,,,,,,0.40,,,,,,2.50,,1.70,,,,3.50,,2.50
"LKA    ","GIOF",2014,3,3,"5206079   ",5206079,179.00,"TRIPS","0","LO",,19.20,,0.50,,256.00,,,,,,,,,,,,,,3.60,,1.10,,,,6.20,,
"LKA    ","GIOF",2015,5,5,"5206079   ",5206079,5.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,0.04,,0.01,,,,,,,,,,0.02
"LKA    ","GIOF",2015,6,6,"5206079   ",5206079,3.00,"TRIPS","0","LO",,,,,,0.02,,,,,,,,0.01,,0.01,,0.01,,,,0.04,,,,0.08,,1.33
"LKA    ","GIOF",2015,10,10,"5206083   ",5206083,5.00,"TRIPS","0","LO",,0.33,,,,17.13,,,,,,,,,,,,,,0.06,,0.27,,1.01,,0.03,,
"LKA    ","GIOF",2014,2,2,"5207060   ",5207060,152.00,"TRIPS","0","LO",,21.50,,,,88.80,,,,,,,,,,,,,,,,,,0.90,,,,
"MDV    ","LLCO",2015,12,12,"5207070   ",5207070,9740.00,"HOOKS","0","LO",,0.25,,1.19,,,,,,,,,,,,,,,,2.49,,1.07,,,,,,
"LKA    ","GIOF",2015,4,4,"5207076   ",5207076,5.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,
"LKA    ","GIOF",2014,3,3,"5207078   ",5207078,179.00,"TRIPS","0","LO",,11.30,,1.40,,67.20,,,,,,,,,,,,,,2.20,,1.10,,,,13.50,,
"LKA    ","GIOF",2015,11,11,"5207078   ",5207078,3.00,"TRIPS","0","LO",,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2014,1,1,"5207079   ",5207079,189.00,"TRIPS","0","LO",,28.10,,,,126.40,,,,,,,,,,0.50,,,,,,4.90,,,,4.50,,0.60
"LKA    ","GIOF",2015,7,7,"5207079   ",5207079,5.00,"TRIPS","0","LO",,,,0.01,,0.61,,,,,,,,0.01,,0.01,,,,,,,,,,,,0.06
"LKA    ","GIOF",2016,3,3,"5207079   ",5207079,3.00,"TRIPS","3","LO",,,,,,1.30,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2016,5,5,"5207079   ",5207079,3.00,"TRIPS","3","LO",,,,,,1.40,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2015,6,6,"5207082   ",5207082,3.00,"TRIPS","0","LO",,0.14,,,,4.75,,,,,,,,,,,,,,,,0.03,,,,,,
"LKA    ","GIOF",2015,5,5,"5208065   ",5208065,5.00,"TRIPS","0","LO",,,,,,18.50,,,,,,,,0.02,,0.53,,,,0.12,,0.04,,,,2.80,,
"LKA    ","GIOF",2015,7,7,"5208077   ",5208077,3.00,"TRIPS","0","LO",,4.26,,,,,,,,,,,,0.15,,,,,,,,0.12,,,,,,
"LKA    ","GIOF",2016,5,5,"5208077   ",5208077,3.00,"TRIPS","3","LO",,,,,,4.80,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2014,3,3,"5208078",5208078,179.00,"TRIPS","0","LO",,6.50,,,,104.80,,,,,,,,,,,,,,4.00,,2.10,,,,13.80,,
"LKA    ","GIOF",2015,8,8,"5208078",5208078,3.00,"TRIPS","0","LO",,,,,,7.58,,,,,,,,5.13,,,,,,,,0.21,,,,,,
"LKA    ","GIOF",2015,7,7,"5208079   ",5208079,3.00,"TRIPS","0","LO",,,,,,0.11,,,,,,,,,,0.01,,,,,,,,,,,,0.58
"LKA    ","GIOF",2015,8,8,"5208079   ",5208079,5.00,"TRIPS","0","LO",,4.99,,,,0.22,,,,,,,,,,,,0.01,,,,0.02,,,,,,0.85
"LKA    ","GIOF",2016,2,2,"5208079   ",5208079,2.00,"TRIPS","3","LO",,0.10,,,,0.60,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2015,9,9,"5208082   ",5208082,3.00,"TRIPS","0","LO",,,,,,1.37,,,,,,,,,,0.01,,,,0.05,,0.04,,,,,,
