,score,city,comment
868,5.0,合肥,真心不错，看完了之后还想再看一遍，男主的经历告诉我们只有失去以后人们才会真正的懂得珍惜。
869,4.0,开封,嗯，很搞笑也有点小悲伤，很值得看的一部电影
870,5.0,上海,诚意之作，好看！
871,4.5,桐庐,超级好看！哈哈……
872,4.5,德州,很不错，加油吧，超了好几亿
873,4.5,永康,真的非常好看
874,3.5,绥化,不错还可以。
875,4.0,长春,不错，希望开心麻花继续努力
876,4.5,连云港,夏洛特烦恼好好
877,5.0,赣榆,超好看的电影
878,5.0,常州,不错 ，hao gao xiao
879,5.0,北京,超级好看的一部片子。
880,5.0,兰州,很有爱的一部电影 ！
881,4.5,武汉,名义上是穿越，实际上是批评浮夸吧，所以超越了做白日梦的穿越剧。
882,4.5,苏州,很好看的电影
883,5.0,胶州,第一次把电影连看三遍
884,5.0,长春,很好看值得一看下次还来
885,5.0,武安,不错，值得观看！
886,5.0,太仓,开心麻花🌸
887,0.5,上海,外卖拖累了大家啊
888,5.0,许昌,非常棒的一部喜剧电影！完美！
889,5.0,昆明,不错 特别喜欢沈腾
890,5.0,哈尔滨,超级搞笑。很好玩，
891,5.0,龙口,十分值得推荐的电影
892,4.5,内江,挺好的，环境高大上
893,5.0,铁岭,非常棒，支持。
894,4.0,河源,好看，很搞笑。
895,5.0,昆山,电影搞笑，非常棒！
896,4.5,武汉,值得看。非常好
897,3.5,重庆,"不知道为什么那么多人叫好
不过做为茶余饭后确实是轻松点就好
开片以为主角叫夏洛"
898,5.0,上海,好吧赞赞赞👍
899,4.5,武汉,好棒啊牛掰的
900,4.5,自贡,好看，搞笑，值得一看
901,5.0,宿迁,搞笑，期待下一部
902,5.0,重庆,非常好看，看了两遍，不错
903,5.0,铜仁,搞笑好看人太遥远
904,4.5,广州,还不错还不错帮您
905,5.0,天津,开心麻花最好的一部作品没有之一
906,5.0,枣阳,不错的喜剧，我喜欢
907,5.0,威海,非常搞笑的一部影片，看完一遍还想再看第二遍。
908,4.0,如皋,哦   蛮好玩的
909,4.0,上海,挺好笑的，老少皆宜
910,3.0,南宁,短平快，深度不够
911,5.0,贵阳,非常值得推荐好看的不得了
912,4.5,上海,挺不错的好看
913,4.5,洛阳,插曲我都会弹奏了，听音乐的人却走了
914,4.5,天津,挺好的 比较不错
915,5.0,临潼,电影不错，想再次观看。
916,4.5,鞍山,开心麻花的聚还是棒棒的可以
917,5.0,襄阳,搞笑金典的一部电影！
918,5.0,齐齐哈尔,完美好看。很喜欢
919,5.0,吉林,麻花的大电影很好
920,3.5,北京,挺好的，还不错
921,5.0,徐州,后来又看了好几遍
922,5.0,成都,很真实，很好看呀
923,3.5,济南,想看你笑想和你闹，想拥你入我怀抱～
924,4.5,宾阳,得不到的永远是最好的，拥有的总是不珍惜！
925,4.0,成都,很好看的，也比较值得深思的电影
926,5.0,上海,从头笑到尾
927,5.0,南通,特别喜欢，期待沈腾的下一部作品
928,4.5,上海,好看◝( ﾟｰﾟ)◟◝(●˙꒳˙●)◜
929,5.0,沈阳,搞笑我们是认真的
930,4.5,太原,从头笑到尾，笑中有泪，泪中带笑超好看的电影！
931,5.0,杭州,有笑点无尿点
932,5.0,杭州,有意思，看过很搞笑的电影。
933,5.0,深圳,很好看，中国近几年少有的好电影
934,4.5,深圳,超级好看 好笑又感人
935,5.0,北京,不错，很开心的一次观影。
936,5.0,徐州,还不错值得一看，建议去看一看！
937,5.0,北京,开局笑到结束
938,5.0,北京,很难逾越的经典喜剧片，每分钟都是包袱
939,5.0,赣榆,很好看，看完还想再看一遍。
940,4.5,襄阳,经典好看舒服
941,5.0,成都,非常完美，全程笑到尾
942,5.0,洛阳,总体很不错，以前在学校看过话剧版的，演的内容更多一些，人心的黑暗描绘的淋漓尽致，还有点小黄小暴力，哈哈，但这部剧还是可以的
943,5.0,重庆,非常完美可以
944,5.0,北京,不错，确实好看
945,5.0,大同,很好看 嗯嗯嗯
946,4.5,邯郸,好搞笑，全程都在笑
947,5.0,咸宁,喜剧电影还不错
948,5.0,宜昌,steven看到回话
949,5.0,海宁,好看的好看的
950,5.0,晋城,非常好看的一部电影。
951,4.5,潍坊,非常的好看。
952,5.0,唐山,感觉看过的每一部电影都很精彩
953,4.5,化州,喜剧别谈价值观，不夸张不好笑的
954,5.0,沈阳,啥都不说～～一直乐！
955,5.0,武汉,和妹子看的电影，不错！
956,5.0,玉溪,最好看的电影
957,4.0,广州,还可以，笑点挺多的，没有什么尬点
958,4.0,临汾,朋友在看到最后夏洛表白的时间哭了
959,5.0,上海,很久了 一直没写影评 很不错的电影
960,4.5,湘潭,挺好看的，算是一部比较值得看的一部电影，搞笑的包袱还是很多的，最近几年比较成功的喜剧片。推荐！
